unix,date,symbol,open,high,low,close,Volume APE,Volume USDT,buyTakerAmount,buyTakerQuantity,tradeCount,weightedAverage
1743638400000,2025-04-03 00:00:00,APE/USDT,0.44,0.44,0.44,0.44,11.163,25.37261,11.163,25.37261,1,0.44
1743552000000,2025-04-02 00:00:00,APE/USDT,0.461,0.463,0.438,0.447,580.291,1256.20242,37.803,82.09121,12,0.461
1743465600000,2025-04-01 00:00:00,APE/USDT,0.443,0.443,0.443,0.443,0,0,0,0,0,0.466
1743379200000,2025-03-31 00:00:00,APE/USDT,0.443,0.443,0.443,0.443,0,0,0,0,0,0.466
1743292800000,2025-03-30 00:00:00,APE/USDT,0.443,0.443,0.443,0.443,0,0,0,0,0,0.466
1743206400000,2025-03-29 00:00:00,APE/USDT,0.496,0.496,0.443,0.443,30.329,65.07109,30.329,65.07109,3,0.466
1743120000000,2025-03-28 00:00:00,APE/USDT,0.499,0.503,0.491,0.503,39.333,78.52559,14.147,28.13354,4,0.5
1743033600000,2025-03-27 00:00:00,APE/USDT,0.565,0.565,0.565,0.565,0,0,0,0,0,0.565
1742947200000,2025-03-26 00:00:00,APE/USDT,0.565,0.565,0.565,0.565,2.854,5.05167,2.854,5.05167,1,0.565
1742860800000,2025-03-25 00:00:00,APE/USDT,0.555,0.568,0.555,0.568,8.689,15.5453,8.689,15.5453,3,0.559
1742774400000,2025-03-24 00:00:00,APE/USDT,0.552,0.553,0.552,0.553,99.999,181.12865,99.999,181.12865,2,0.552
1742688000000,2025-03-23 00:00:00,APE/USDT,0.53,0.53,0.53,0.53,1.999,3.77358,0,0,1,0.53
1742601600000,2025-03-22 00:00:00,APE/USDT,0.51,0.51,0.51,0.51,0,0,0,0,0,0.509
1742515200000,2025-03-21 00:00:00,APE/USDT,0.51,0.51,0.509,0.51,88.961,174.62039,88.961,174.62039,3,0.509
1742428800000,2025-03-20 00:00:00,APE/USDT,0.531,0.531,0.531,0.531,0,0,0,0,0,0.525
1742342400000,2025-03-19 00:00:00,APE/USDT,0.476,0.531,0.476,0.531,14.613,27.81846,14.613,27.81846,3,0.525
1742256000000,2025-03-18 00:00:00,APE/USDT,0.514,0.514,0.514,0.514,0,0,0,0,0,0.514
1742169600000,2025-03-17 00:00:00,APE/USDT,0.514,0.514,0.514,0.514,0.511,0.9957,0,0,1,0.514
1742083200000,2025-03-16 00:00:00,APE/USDT,0.499,0.499,0.499,0.499,1.019,2.044,0,0,1,0.499
1741996800000,2025-03-15 00:00:00,APE/USDT,0.513,0.513,0.513,0.513,0.371,0.72449,0,0,1,0.513
1741910400000,2025-03-14 00:00:00,APE/USDT,0.504,0.504,0.504,0.504,0,0,0,0,0,0.506
1741824000000,2025-03-13 00:00:00,APE/USDT,0.509,0.509,0.504,0.504,2.027,4.003,1.008,2,2,0.506
1741737600000,2025-03-12 00:00:00,APE/USDT,0.49,0.52,0.49,0.52,3.392,6.6878,0,0,2,0.507
1741651200000,2025-03-11 00:00:00,APE/USDT,0.465,0.478,0.465,0.477,31.014,66.30477,26.014,55.84451,3,0.467
1741564800000,2025-03-10 00:00:00,APE/USDT,0.513,0.516,0.425,0.425,43.179,86.19491,41.969,83.34756,5,0.501
1741478400000,2025-03-09 00:00:00,APE/USDT,0.488,0.488,0.475,0.475,17.2,35.51391,6.649,13.62548,3,0.484
1741392000000,2025-03-08 00:00:00,APE/USDT,0.551,0.551,0.521,0.522,19.921,36.39395,19.921,36.39395,3,0.547
1741305600000,2025-03-07 00:00:00,APE/USDT,0.578,0.578,0.578,0.578,0,0,0,0,0,0.578
1741219200000,2025-03-06 00:00:00,APE/USDT,0.578,0.578,0.578,0.578,1,1.73032,0,0,1,0.578
1741132800000,2025-03-05 00:00:00,APE/USDT,0.545,0.545,0.545,0.545,0,0,0,0,0,0.541
1741046400000,2025-03-04 00:00:00,APE/USDT,0.533,0.545,0.533,0.545,2.993,5.53277,2.993,5.53277,2,0.541
1740960000000,2025-03-03 00:00:00,APE/USDT,0.576,0.576,0.576,0.576,1.01,1.75348,0,0,1,0.576
1740873600000,2025-03-02 00:00:00,APE/USDT,0.583,0.583,0.583,0.583,2.959,5.07582,2.959,5.07582,1,0.583
1740787200000,2025-03-01 00:00:00,APE/USDT,0.624,0.624,0.624,0.624,0,0,0,0,0,0.664
1740700800000,2025-02-28 00:00:00,APE/USDT,0.706,0.706,0.544,0.624,5.891,8.9276,5.569,8.33626,4,0.664
1740614400000,2025-02-27 00:00:00,APE/USDT,0.628,0.628,0.628,0.628,0,0,0,0,0,0.621
1740528000000,2025-02-26 00:00:00,APE/USDT,0.617,0.629,0.613,0.628,87.513,140.90856,46.789,75.31002,19,0.621
1740441600000,2025-02-25 00:00:00,APE/USDT,0.647,0.647,0.603,0.617,92.093,150.3581,4.999,8.10372,6,0.612
1740355200000,2025-02-24 00:00:00,APE/USDT,0.647,0.647,0.647,0.647,20.353,31.45758,0,0,2,0.647
1740268800000,2025-02-23 00:00:00,APE/USDT,0.688,0.688,0.688,0.688,0,0,0,0,0,0.661
1740182400000,2025-02-22 00:00:00,APE/USDT,0.67,0.688,0.621,0.688,148.429,224.8057,68.557,99.73754,15,0.661
1740096000000,2025-02-21 00:00:00,APE/USDT,0.753,0.753,0.753,0.753,10.999,14.60808,0,0,3,0.753
1740009600000,2025-02-20 00:00:00,APE/USDT,0.712,0.712,0.712,0.712,0,0,0,0,0,0.689
1739923200000,2025-02-19 00:00:00,APE/USDT,0.712,0.712,0.712,0.712,0,0,0,0,0,0.689
1739836800000,2025-02-18 00:00:00,APE/USDT,0.712,0.712,0.712,0.712,0,0,0,0,0,0.689
1739750400000,2025-02-17 00:00:00,APE/USDT,0.712,0.712,0.712,0.712,0,0,0,0,0,0.689
1739664000000,2025-02-16 00:00:00,APE/USDT,0.712,0.712,0.712,0.712,0,0,0,0,0,0.689
1739577600000,2025-02-15 00:00:00,APE/USDT,0.669,0.712,0.669,0.712,22.496,32.6627,12.461,17.6627,3,0.689
1739491200000,2025-02-14 00:00:00,APE/USDT,0.632,0.632,0.632,0.632,0,0,0,0,0,0.749
1739404800000,2025-02-13 00:00:00,APE/USDT,0.632,0.632,0.632,0.632,0,0,0,0,0,0.749
1739318400000,2025-02-12 00:00:00,APE/USDT,0.632,0.632,0.632,0.632,0,0,0,0,0,0.749
1739232000000,2025-02-11 00:00:00,APE/USDT,0.728,0.796,0.632,0.632,155.346,207.54363,45.088,60.22501,19,0.749
1739145600000,2025-02-10 00:00:00,APE/USDT,0.718,0.893,0.656,0.686,63.225,86.30158,42.884,55.81378,17,0.74
1739059200000,2025-02-09 00:00:00,APE/USDT,0.728,0.728,0.65,0.699,26.959,38.92579,14.217,20.01793,6,0.693
1738972800000,2025-02-08 00:00:00,APE/USDT,0.7,0.728,0.65,0.728,214.794,307.55342,206.37,295.14198,7,0.698
1738886400000,2025-02-07 00:00:00,APE/USDT,0.7,0.7,0.7,0.7,0,0,0,0,0,0.701
1738800000000,2025-02-06 00:00:00,APE/USDT,0.7,0.7,0.7,0.7,0,0,0,0,0,0.701
1738713600000,2025-02-05 00:00:00,APE/USDT,0.7,0.7,0.7,0.7,0,0,0,0,0,0.701
1738627200000,2025-02-04 00:00:00,APE/USDT,0.77,0.77,0.7,0.7,98.279,140.13288,0,0,5,0.701
1738540800000,2025-02-03 00:00:00,APE/USDT,0.8,0.8,0.77,0.77,70.765,88.51407,0,0,2,0.799
1738454400000,2025-02-02 00:00:00,APE/USDT,0.876,0.876,0.8,0.8,60.797,75.47712,0,0,9,0.805
1738368000000,2025-02-01 00:00:00,APE/USDT,1.006,1.006,1.006,1.006,0,0,0,0,0,0.973
1738281600000,2025-01-31 00:00:00,APE/USDT,0.953,1.006,0.953,1.006,9.275,9.53632,4.221,4.23346,4,0.973
1738195200000,2025-01-30 00:00:00,APE/USDT,0.972,0.972,0.972,0.972,1.056,1.08669,1.056,1.08669,1,0.972
1738108800000,2025-01-29 00:00:00,APE/USDT,0.863,0.943,0.863,0.943,106.931,114.80869,1.172,1.3581,3,0.931
1738022400000,2025-01-28 00:00:00,APE/USDT,0.906,0.906,0.906,0.906,0,0,0,0,0,0.912
1737936000000,2025-01-27 00:00:00,APE/USDT,0.95,0.95,0.892,0.906,187.945,206.07133,46.51,51.35344,19,0.912
1737849600000,2025-01-26 00:00:00,APE/USDT,1.013,1.013,1.013,1.013,0,0,0,0,0,1.001
1737763200000,2025-01-25 00:00:00,APE/USDT,1.013,1.013,1.013,1.013,0,0,0,0,0,1.001
1737676800000,2025-01-24 00:00:00,APE/USDT,1.013,1.013,1.013,1.013,0,0,0,0,0,1.001
1737590400000,2025-01-23 00:00:00,APE/USDT,0.995,1.025,0.995,1.013,27.439,27.40568,27.439,27.40568,6,1.001
1737504000000,2025-01-22 00:00:00,APE/USDT,1.019,1.025,0.957,1.025,99.792,100.60171,55.016,53.86,7,0.992
1737417600000,2025-01-21 00:00:00,APE/USDT,0.969,1,0.949,0.949,99.203,99.5585,99.203,99.5585,10,0.996
1737331200000,2025-01-20 00:00:00,APE/USDT,1.067,1.068,0.903,1.003,404.611,392.32373,96.641,103.81958,23,1.035
1737244800000,2025-01-19 00:00:00,APE/USDT,1.111,1.164,1,1,92.584,87.43588,28.017,24.65523,14,1.061
1737158400000,2025-01-18 00:00:00,APE/USDT,1.115,1.121,1.112,1.112,17.96,16.12704,0,0,4,1.113
1737072000000,2025-01-17 00:00:00,APE/USDT,1.168,1.168,1.168,1.168,2.107,1.8046,2.107,1.8046,1,1.168
1736985600000,2025-01-16 00:00:00,APE/USDT,1.132,1.132,1.132,1.132,0,0,0,0,0,1.109
1736899200000,2025-01-15 00:00:00,APE/USDT,1.067,1.132,1.067,1.132,30.852,27.8386,10.839,10.1586,3,1.109
1736812800000,2025-01-14 00:00:00,APE/USDT,1.02,1.02,1.02,1.02,0,0,0,0,0,1.001
1736726400000,2025-01-13 00:00:00,APE/USDT,1,1.02,1,1.02,17.917,17.89129,1.337,1.31129,4,1.001
1736640000000,2025-01-12 00:00:00,APE/USDT,1.1,1.1,1.1,1.1,2.542,2.31164,0,0,2,1.1
1736553600000,2025-01-11 00:00:00,APE/USDT,1.1,1.1,1.1,1.1,0,0,0,0,0,1.104
1736467200000,2025-01-10 00:00:00,APE/USDT,1.114,1.114,1.1,1.1,14.017,12.6969,4.017,3.606,3,1.104
1736380800000,2025-01-09 00:00:00,APE/USDT,1.108,1.108,1.107,1.107,5.999,5.41668,0,0,4,1.107
1736294400000,2025-01-08 00:00:00,APE/USDT,1.155,1.217,1.1,1.217,23.295,20.02112,5.999,4.93015,6,1.164
1736208000000,2025-01-07 00:00:00,APE/USDT,1.276,1.28,1.22,1.22,88.129,69.44467,0,0,8,1.269
