unix,date,symbol,open,high,low,close,Volume ATLAS,Volume USDT,buyTakerAmount,buyTakerQuantity,tradeCount,weightedAverage
1747785600000,2025-05-21 00:00:00,ATLAS/USDT,0.001288,0.001288,0.001288,0.001288,0,0,0,0,0,0.001288
1747699200000,2025-05-20 00:00:00,ATLAS/USDT,0.001288,0.001288,0.001288,0.001288,0,0,0,0,0,0.001288
1747612800000,2025-05-19 00:00:00,ATLAS/USDT,0.001288,0.001288,0.001288,0.001288,0,0,0,0,0,0.001288
1747526400000,2025-05-18 00:00:00,ATLAS/USDT,0.001288,0.001288,0.001288,0.001288,0,0,0,0,0,0.001288
1747440000000,2025-05-17 00:00:00,ATLAS/USDT,0.001288,0.001288,0.001288,0.001288,0,0,0,0,0,0.001288
1747353600000,2025-05-16 00:00:00,ATLAS/USDT,0.001288,0.001288,0.001288,0.001288,0,0,0,0,0,0.001288
1747267200000,2025-05-15 00:00:00,ATLAS/USDT,0.001288,0.001288,0.001288,0.001288,0,0,0,0,0,0.001288
1747180800000,2025-05-14 00:00:00,ATLAS/USDT,0.001288,0.001288,0.001288,0.001288,0.700568,543.92,0,0,1,0.001288
1747094400000,2025-05-13 00:00:00,ATLAS/USDT,0.001377,0.001377,0.001377,0.001377,0,0,0,0,0,0.001377
1747008000000,2025-05-12 00:00:00,ATLAS/USDT,0.001377,0.001377,0.001377,0.001377,29.999996,21786.49,0,0,1,0.001377
1746921600000,2025-05-11 00:00:00,ATLAS/USDT,0.001498,0.001498,0.001498,0.001498,0,0,0,0,0,0.001432
1746835200000,2025-05-10 00:00:00,ATLAS/USDT,0.001395,0.0017,0.001313,0.001498,39.813046,27856,37.632126,26411.74,7,0.001432
1746748800000,2025-05-09 00:00:00,ATLAS/USDT,0.001394,0.001394,0.001394,0.001394,2.662121,1909.7,2.662121,1909.7,1,0.001394
1746662400000,2025-05-08 00:00:00,ATLAS/USDT,0.001102,0.001102,0.001102,0.001102,0,0,0,0,0,0.001102
1746576000000,2025-05-07 00:00:00,ATLAS/USDT,0.001102,0.001102,0.001102,0.001102,1.693531,1536.78,0,0,1,0.001102
1746489600000,2025-05-06 00:00:00,ATLAS/USDT,0.001102,0.001102,0.001102,0.001102,0,0,0,0,0,0.001102
1746403200000,2025-05-05 00:00:00,ATLAS/USDT,0.001102,0.001102,0.001102,0.001102,0,0,0,0,0,0.001102
1746316800000,2025-05-04 00:00:00,ATLAS/USDT,0.001102,0.001102,0.001102,0.001102,1.540629,1398.03,0,0,1,0.001102
1746230400000,2025-05-03 00:00:00,ATLAS/USDT,0.001217,0.001217,0.001217,0.001217,0,0,0,0,0,0.00126
1746144000000,2025-05-02 00:00:00,ATLAS/USDT,0.001217,0.001217,0.001217,0.001217,0,0,0,0,0,0.00126
1746057600000,2025-05-01 00:00:00,ATLAS/USDT,0.001217,0.001217,0.001217,0.001217,0,0,0,0,0,0.00126
1745971200000,2025-04-30 00:00:00,ATLAS/USDT,0.001365,0.001365,0.001205,0.001217,5.664173,4507.84,5.664173,4507.84,3,0.00126
1745884800000,2025-04-29 00:00:00,ATLAS/USDT,0.001303,0.001303,0.001303,0.001303,0,0,0,0,0,0.001162
1745798400000,2025-04-28 00:00:00,ATLAS/USDT,0.001303,0.001303,0.001303,0.001303,0,0,0,0,0,0.001162
1745712000000,2025-04-27 00:00:00,ATLAS/USDT,0.000955,0.001303,0.000955,0.001303,21.472658,18907.41,12.815516,9842.34,3,0.001162
